מספר סידורי,מספר לפי מתחרים,שם המוצר,מקט,שם המוצר מהאתר,חברה/מותג,תאריך,מחיר רגיל,מחיר ליחידה/משקל,מחיר מבצע,מחיר מבצע ליח'
1,1,מגבונים לחים מארז מותג הבית 6 יח' (רמי לוי 4),7290017197432,,,,,,,
2,1,מגבוני האגיס 4 יח',7290000195537,,,,,,,
3,1,מגבוני פמפרס/טיטולים 4 יח',7290000188782,,,,,,,
4,2,תחליב רחצה מותג הבית,7290015325806,,,,,,,
5,2,פינוק,7290100247068,,,,,,,
6,2,דאב,8712561594608,,,,,,,
7,3,ג'ל רחצה מותג הבית,7290015325790,,,,,,,
8,3,ג'ל רחצה crema,7290013848383,,,,,,,
9,3,ג'ל רחצה palmolive,7290111936333,,,,,,,
10,4,אל סבון 1 ליטר מותג הבית,7290017197623,,,,,,,
11,4,אל סבון כיף,7290005424403,,,,,,,
12,4,אל סבון family,7290001865439,,,,,,,
13,5,אל סבון מארז מותג הבית,7290108272895,,,,,,,
14,5,אל סבון כיף מארז,7290005423888,,,,,,,
15,5,אל סבון family מארז,7290012193170,,,,,,,
16,6,ג'ל גילוח מותג הבית,7290001072103,,,,,,,
17,6,ג'ל גילוח ג'ילט,3014260214692,,,,,,,
18,6,ג'ל גילוח crema,7290011765095,,,,,,,
19,7,גבינה צהובה פרוסות 200 ג' מותג הבית,7290004256432,,,,,,,
20,7,נעם 200 ג',7290102394821,,,,,,,
21,7,עמק 200 ג',7290004122270,,,,,,,
22,8,"נקניקיות 1 ק""ג מותג הבית",7290012228001,,,,,,,
23,8,זוגלובק,7290000537603,,,,,,,
24,8,טירת צבי,7290000364858,,,,,,,
25,9,נקניקיות מרגז 400 ג' מותג הבית,7290004229443,,,,,,,
26,9,זוגלובק,7290012226007,,,,,,,
27,10, (רמי לוי 10) 6 לחמניות מותג הבית,7290016865554,,,,,,,
28,10,אנג'ל,7290002065555,,,,,,,
29,11,תירוש 1 ל' מותג הבית,7290017812083,,,,,,,
30,11,תירוש כרמל,7290004658625,,,,,,,
31,11,יין מתוק לקידוש סגל,7290000024523,,,,,,,
32,12,קפה נמס מותג הבית,7290014704145,,,,,,,
33,12,קפה נמס עלית,7290000176420,,,,,,,
34,13,קפה טורקי מותג הבית,7290014704114,,,,,,,
35,13,קפה טורקי עלית,7290106525375,,,,,,,
36,14,תה ירוק 25 יח' מותג הבית,54881003971,,,,,,,
37,14,ויסוצקי,7290006251275,,,,,,,
38,14,ליפטון 20 יח',8690637688195,,,,,,,
39,15,אבקת שוקו 500 ג' מותג הבית,7290014704152,,,,,,,
40,15,שוקולית עלית,7290000174723,,,,,,,
41,16,פיצה קפואה מותג הבית,7290002603979,,,,,,,
42,16,פיצה מעדנות,7290014218130,,,,,,,
43,17,שניצל תירס 750 גרם מותג הבית,7290015681162,,,,,,,
44,17,שניצל תירס טבעול,7290000300900,,,,,,,
45,17,שניצל תירס זוגלובק,7290006742209,,,,,,,
46,18,קמח תופח מותג הבית,7290015834186,,,,,,,
47,18,קמח תופח סוגת,7290100702383,,,,,,,
48,18,קמח תופח אסם,7290000063157,,,,,,,
49,19,שמן קנולה 1 ל' מותג הבית,7290015681506,,,,,,,
50,19,שמן קנולה עץ הזית,7290002692393,,,,,,,
51,19,שמן קנולה בורחס/ מילומור,7290002374312,,,,,,,
52,20,שמן זית 750 מ' מותג הבית,7290016733709,,,,,,,
53,20,שמן זית עץ הזית,7290017142128,,,,,,,
54,20,שמן זית יד מרדכי,7290010429554,,,,,,,
55,21,פתיתים מותג הבית,7290015834285,,,,,,,
56,21,פתיתים אסם,7290000060200,,,,,,,
57,21,פתיתים סוגת,7290100702611,,,,,,,
58,22,אורז 1 קילו מותג הבית,7290017406367,,,,,,,
59,22,אורז פרסי קלאסי סוגת,7290000211442,,,,,,,
60,22,אורז ויליפוד,8901537024014,,,,,,,
61,23,שקדי מרק 400 גרם מותג הבית,7290016272925,,,,,,,
62,23,שקדי מרק מנה,7290003514007,,,,,,,
63,23,שקדי מרק אסם,7290000063140,,,,,,,
64,24,טחינה גולמית מותג הבית,7290011468620,,,,,,,
65,24,טחינה גולמית בארכה,7290000112220,,,,,,,
66,24,טחינה ירושלים,7290010627844,,,,,,,
67,25,"מיונז 500 ג'/ 1 ק""ג מותג הבית",7290015681438,,,,,,,
68,25,מיונז תלמה,7290000111353,,,,,,,
69,25,מיונז הלמנס,7290100243084,,,,,,,
70,26,"דבש 350 ג'/ 1 ק""ג מותג הבית",7290015834315,,,,,,,
71,26,דבש יד מרדכי,7290002130581,,,,,,,
72,26,דבש עמק חפר,7290002479109,,,,,,,
73,27,מגבות נייר 6 יח' מותג הבית,7290016272802,,,,,,,
74,27,מגבות נייר ניקול,7290000188355,,,,,,,
75,27,מגבות נייר סנו,7290005427107,,,,,,,
76,28,נוזל לניקוי כלים 750 מל מותג הבית,7290006784711,,,,,,,
77,28,נוזל כלים פיירי,4084500088917,,,,,,,
78,28,נוזל כלים פלמוליב,7290002730262,,,,,,,
79,29,אקונומיקה 4 ל' מותג הבית,7290015899222,,,,,,,
80,29,אקונומיקה סנט מוריץ,7290002814511,,,,,,,
81,29,אקונומיקה פסגה סנו,7290001791349,,,,,,,
82,30,אבקת כביסה 2.5 קילו מותג הבית,7290015835558,,,,,,,
83,30,אקת כביסה קולון/ סוד,7290000245584,,,,,,,
84,30,אבקת כביסה סנו,7290012116537,,,,,,,
85,31,מרכך כביסה 4 ל' מותג הבית,7290016255737,,,,,,,
86,31,מרכך כביסה בדין,7290000342856,,,,,,,
87,31,מרכך כביסה סנו,7290005423734,,,,,,,
88,32,נייר טואלט 32 גלילים מותג הבית,7290016272796,,,,,,,
89,32,נייר טואלט 32 גל' מולאט,7290000262031,,,,,,,
90,32,נייר טואלט 32 גל' סנו,7290000187938,,,,,,,
91,33,נייר טואלט 48 גלילים מותג הבית,7290015835947,,,,,,,
92,33,נייר טואלט 48 גל' מולאט,7290000262239,,,,,,,
93,33,נייר טואלט 48 גל' סנו,7290011598457,,,,,,,
94,34,קורנפלקס מותג הבית,7290016733532,,,,,,,
95,34,קרונפלקס תלמה,7290107647755,,,,,,,
96,34,קרונפלקס קלוגס,7290002543237,,,,,,,
97,35,שוקולד מריר מארז 3/ 5 יח' מותג הבית,7290016865455,,,,,,,
98,35,שוקולד פרה מריר עלית,7290104727726,,,,,,,
99,35,שורולד מריר ורד הגליל מארז 5 יח',7290111350412,,,,,,,
100,36,פופקורן למיקרו מותג הבית,7290111350979,,,,,,,
101,36,פופקורן פופ-סטאר,7290000420332,,,,,,,
102,36,פופקורן הוט-פופ,5701932026971,,,,,,,
103,37,וופלים 500 ג' מותג הבית,7290016733716,,,,,,,
104,37,וופלים עלית,7290000174099,,,,,,,
105,38,פתי בר 500 ג' מותג הבית,7290016733396,,,,,,,
106,38,פתי בר אסם,7290000074184,,,,,,,
107,38,פתי בר עלית,7290001813881,,,,,,,
108,39,תחבושת היגיינית מותג הבית ,7290111977589,,,,,,,
109,39,תחבושת קוטקס,5029053510828,,,,,,,
110,39,תחבושת לילי,7290000193649,,,,,,,
111,40,רסק עגבניות מותג הבית 100 מ''ל,7290016609233,,,,,,,
112,40,רסק עגבניות יכין,7290000207162,,,,,,,
113,40,רסק עגבניות פרי ניר,7290002019794,,,,,,,
114,41,טונה בשמן מותג הבית,7290016096415,,,,,,,
115,42,טונה בשמן ויליגר,7290002929642,,,,,,,
116,43,טונה בשמן סטארקיסט,7290005287206,,,,,,,
117,44,בורקס גבינה מותג הבית,7290002735847,,,,,,,
118,44,בורקס גבינה מעדנות,7290000238173,,,,,,,
119,44,בורס גבינה ינון,7290002735113,,,,,,,
120,45,"בורקס תפו""א מותג הבית",7290002735830,,,,,,,
121,45,"בורקס תפו""א מעדנות",7290000238180,,,,,,,
122,45,"בורקס תפו""א שלושת האופים",7290002327042,,,,,,,
123,46,שניצל עוף מותג הבית,7290016865080,,,,,,,
124,46,שניצל עוף טוב,7290000159034,,,,,,,
125,46,שניצל מאמא עוף,7290008409582,,,,,,,
126,47,שניצלנונים מותג הבית,7290015681100,,,,,,,
127,47,שניצלונים מאמא עוף,7290008409100,,,,,,,
128,47,שניצלונים עוף טוב,7290000158105,,,,,,,
129,48,משחת שיניים קולגייט,7290002730811,,,,,,,
130,48,משחת שיניים מרידול,7290107978637,,,,,,,
131,48,משחת שיניים אורביטול,7290005425745,,,,,,,
132,49,משחת שיניים לילדים אלמקס,7290000803067,,,,,,,
133,49,משחת שיניים לילדים קולגיט,7290006712981,,,,,,,
134,49,משחת שיניים לילדים אורביטול,7290011765446,,,,,,,
135,50,מגן תחתון קוטקס,7290000188560,,,,,,,
136,50,מגן תחתון לילי,7290000193472,,,,,,,
137,50,מגן תחתון אולוויז,4015400564034,,,,,,,
138,51,מי פה קולגייט,7290107971751,,,,,,,
139,51,מי פה ליסטרין,3574661363998,,,,,,,
140,52,גרבר ,7613036880695,,,,,,,
141,52,גרבר מטרנה,7613033692383,,,,,,,
142,52,גרבר פרינוק,7290010065745,,,,,,,
143,53,תרכובת מזון לתינוק סימילק,5391523058063,,,,,,,
144,53,נוטרילון,8712400802499,,,,,,,
145,53,מטרנה,7290013083661,,,,,,,
146,54,ממרח חמאה יורוספרד,7290108501773,,,,,,,
147,54,ממרח חמאה אלוויר,3451790550324,,,,,,,
148,54,ממרח חמאה לורפאק,5740900403239,,,,,,,
149,55,מרגרינה בלובנד,7290000110059,,,,,,,
150,55,מרגרינה מזולה,7290000166414,,,,,,,
151,56,שמנת לבישול 15% השף הלבן,7290004125721,,,,,,,
152,56,שמנת לבישול 15% יטבתה,7290105362339,,,,,,,
153,57,שמנת 38% יטבתה,7290104728310,,,,,,,
154,57,שמנת 38% טרה,7290102398508,,,,,,,
155,57,שמנת 38% השף הלבן,7290000043814,,,,,,,
156,58,מים מינרלים מי עדן,7290000688732,,,,,,,
157,58,מים מינרלים נביעות,7290002331322,,,,,,,
158,58,מים מינרלים אקווה נובה,7290013038234,,,,,,,
159,59,"חומוס 1 ק""ג צבר",7290003727667,,,,,,,
160,59,"חומוס 1 ק""ג אחלה ",7290002987963,,,,,,,
161,59,"חומוס 1 ק""ג מעדני מיקי",7290002014607,,,,,,,
162,60,כרוב אדום 400 ג' צבר,7290106577541,,,,,,,
163,60,כרוב אדום אחלה,7290002825722,,,,,,,
164,61,מטבוחה אחלה,7290010931330,,,,,,,
165,61,מטבוחה צבר,7290011800642,,,,,,,
166,61,מטבוחה מעדני  מיקי,7290015642217,,,,,,,
167,62,מלוואח ינון,7290002735014,,,,,,,
168,62,מלוואח מעדנות,7290000238036,,,,,,,
169,62,מלוואח שלושת האופים,7290002757139,,,,,,,
170,63,צבע לשיער גרניאר ,3600540308603,,,,,,,
171,63,צבע לשיער פלאטה,3838824127224,,,,,,,
172,64,דורדורנט ספריי לאישה דאב,8710908559235,,,,,,,
173,64,דורדורנט ספריי  לאישה FA,4015000519915,,,,,,,
174,64,דורדורנט ספריי לאישה  קרמה,7290013848987,,,,,,,
175,65,ספיד סטיק ג'ל לגבר של ספיד סטיק,7290103129378,,,,,,,
176,65,ספיד סטיק ג'ל לגבר ג'ילט,7702018321582,,,,,,,
177,65,ספיד סטיק ג'ל לגבר קרמה,7290013848420,,,,,,,
178,66,המבורגר 400 ג' זוגלובק,7290000530413,,,,,,,
179,66,המבורגר 400 ג' טיבון ויל,7290008344272,,,,,,,
